"REF_DATE","GEO","DGUID","Principal statistics","Seasonal adjustment","North American Industry Classification System (NAICS)","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2019-01","Canada","2016A000011124","Ratio of total inventory to sales","Seasonally adjusted","Printing and related support activities [323]","Ratio","270","units","0","v803322","1.8.2.121","0.84","","","","2"
"2019-02","Canada","2016A000011124","Ratio of total inventory to sales","Seasonally adjusted","Printing and related support activities [323]","Ratio","270","units","0","v803322","1.8.2.121","0.84","","","","2"
"2019-03","Canada","2016A000011124","Ratio of total inventory to sales","Seasonally adjusted","Printing and related support activities [323]","Ratio","270","units","0","v803322","1.8.2.121","0.86","","","","2"
"2019-04","Canada","2016A000011124","Ratio of total inventory to sales","Seasonally adjusted","Printing and related support activities [323]","Ratio","270","units","0","v803322","1.8.2.121","0.82","","","","2"
"2019-05","Canada","2016A000011124","Ratio of total inventory to sales","Seasonally adjusted","Printing and related support activities [323]","Ratio","270","units","0","v803322","1.8.2.121","0.85","","","","2"
"2019-06","Canada","2016A000011124","Ratio of total inventory to sales","Seasonally adjusted","Printing and related support activities [323]","Ratio","270","units","0","v803322","1.8.2.121","0.84","","","","2"
"2019-07","Canada","2016A000011124","Ratio of total inventory to sales","Seasonally adjusted","Printing and related support activities [323]","Ratio","270","units","0","v803322","1.8.2.121","0.84","","","","2"
"2019-08","Canada","2016A000011124","Ratio of total inventory to sales","Seasonally adjusted","Printing and related support activities [323]","Ratio","270","units","0","v803322","1.8.2.121","0.81","","","","2"
"2019-09","Canada","2016A000011124","Ratio of total inventory to sales","Seasonally adjusted","Printing and related support activities [323]","Ratio","270","units","0","v803322","1.8.2.121","0.83","","","","2"
"2019-10","Canada","2016A000011124","Ratio of total inventory to sales","Seasonally adjusted","Printing and related support activities [323]","Ratio","270","units","0","v803322","1.8.2.121","0.84","","","","2"
"2019-11","Canada","2016A000011124","Ratio of total inventory to sales","Seasonally adjusted","Printing and related support activities [323]","Ratio","270","units","0","v803322","1.8.2.121","0.81","","","","2"
"2019-12","Canada","2016A000011124","Ratio of total inventory to sales","Seasonally adjusted","Printing and related support activities [323]","Ratio","270","units","0","v803322","1.8.2.121","0.86","","","","2"
"2020-01","Canada","2016A000011124","Ratio of total inventory to sales","Seasonally adjusted","Printing and related support activities [323]","Ratio","270","units","0","v803322","1.8.2.121","0.83","","","","2"
"2020-02","Canada","2016A000011124","Ratio of total inventory to sales","Seasonally adjusted","Printing and related support activities [323]","Ratio","270","units","0","v803322","1.8.2.121","0.81","","","","2"
"2020-03","Canada","2016A000011124","Ratio of total inventory to sales","Seasonally adjusted","Printing and related support activities [323]","Ratio","270","units","0","v803322","1.8.2.121","1.08","","","","2"
"2020-04","Canada","2016A000011124","Ratio of total inventory to sales","Seasonally adjusted","Printing and related support activities [323]","Ratio","270","units","0","v803322","1.8.2.121","1.36","","","","2"
"2019-01","Canada","2016A000011124","Ratio of total inventory to sales","Seasonally adjusted","Petroleum and coal product manufacturing [324]","Ratio","270","units","0","v803323","1.8.2.130","0.96","","","","2"
"2019-02","Canada","2016A000011124","Ratio of total inventory to sales","Seasonally adjusted","Petroleum and coal product manufacturing [324]","Ratio","270","units","0","v803323","1.8.2.130","0.91","","","","2"
"2019-03","Canada","2016A000011124","Ratio of total inventory to sales","Seasonally adjusted","Petroleum and coal product manufacturing [324]","Ratio","270","units","0","v803323","1.8.2.130","0.86","","","","2"
"2019-04","Canada","2016A000011124","Ratio of total inventory to sales","Seasonally adjusted","Petroleum and coal product manufacturing [324]","Ratio","270","units","0","v803323","1.8.2.130","0.91","","","","2"
"2019-05","Canada","2016A000011124","Ratio of total inventory to sales","Seasonally adjusted","Petroleum and coal product manufacturing [324]","Ratio","270","units","0","v803323","1.8.2.130","0.95","","","","2"
"2019-06","Canada","2016A000011124","Ratio of total inventory to sales","Seasonally adjusted","Petroleum and coal product manufacturing [324]","Ratio","270","units","0","v803323","1.8.2.130","0.97","","","","2"
"2019-07","Canada","2016A000011124","Ratio of total inventory to sales","Seasonally adjusted","Petroleum and coal product manufacturing [324]","Ratio","270","units","0","v803323","1.8.2.130","0.96","","","","2"
"2019-08","Canada","2016A000011124","Ratio of total inventory to sales","Seasonally adjusted","Petroleum and coal product manufacturing [324]","Ratio","270","units","0","v803323","1.8.2.130","0.96","","","","2"
"2019-09","Canada","2016A000011124","Ratio of total inventory to sales","Seasonally adjusted","Petroleum and coal product manufacturing [324]","Ratio","270","units","0","v803323","1.8.2.130","0.93","","","","2"
"2019-10","Canada","2016A000011124","Ratio of total inventory to sales","Seasonally adjusted","Petroleum and coal product manufacturing [324]","Ratio","270","units","0","v803323","1.8.2.130","0.87","","","","2"
"2019-11","Canada","2016A000011124","Ratio of total inventory to sales","Seasonally adjusted","Petroleum and coal product manufacturing [324]","Ratio","270","units","0","v803323","1.8.2.130","0.89","","","","2"
"2019-12","Canada","2016A000011124","Ratio of total inventory to sales","Seasonally adjusted","Petroleum and coal product manufacturing [324]","Ratio","270","units","0","v803323","1.8.2.130","0.91","","","","2"
"2020-01","Canada","2016A000011124","Ratio of total inventory to sales","Seasonally adjusted","Petroleum and coal product manufacturing [324]","Ratio","270","units","0","v803323","1.8.2.130","0.94","","","","2"
"2020-02","Canada","2016A000011124","Ratio of total inventory to sales","Seasonally adjusted","Petroleum and coal product manufacturing [324]","Ratio","270","units","0","v803323","1.8.2.130","0.91","","","","2"
"2020-03","Canada","2016A000011124","Ratio of total inventory to sales","Seasonally adjusted","Petroleum and coal product manufacturing [324]","Ratio","270","units","0","v803323","1.8.2.130","1.09","","","","2"
"2020-04","Canada","2016A000011124","Ratio of total inventory to sales","Seasonally adjusted","Petroleum and coal product manufacturing [324]","Ratio","270","units","0","v803323","1.8.2.130","1.65","","","","2"
"2019-01","Canada","2016A000011124","Ratio of total inventory to sales","Seasonally adjusted","Chemical manufacturing [325]","Ratio","270","units","0","v803324","1.8.2.135","1.38","","","","2"
"2019-02","Canada","2016A000011124","Ratio of total inventory to sales","Seasonally adjusted","Chemical manufacturing [325]","Ratio","270","units","0","v803324","1.8.2.135","1.41","","","","2"
"2019-03","Canada","2016A000011124","Ratio of total inventory to sales","Seasonally adjusted","Chemical manufacturing [325]","Ratio","270","units","0","v803324","1.8.2.135","1.44","","","","2"
"2019-04","Canada","2016A000011124","Ratio of total inventory to sales","Seasonally adjusted","Chemical manufacturing [325]","Ratio","270","units","0","v803324","1.8.2.135","1.45","","","","2"
"2019-05","Canada","2016A000011124","Ratio of total inventory to sales","Seasonally adjusted","Chemical manufacturing [325]","Ratio","270","units","0","v803324","1.8.2.135","1.43","","","","2"
"2019-06","Canada","2016A000011124","Ratio of total inventory to sales","Seasonally adjusted","Chemical manufacturing [325]","Ratio","270","units","0","v803324","1.8.2.135","1.48","","","","2"
"2019-07","Canada","2016A000011124","Ratio of total inventory to sales","Seasonally adjusted","Chemical manufacturing [325]","Ratio","270","units","0","v803324","1.8.2.135","1.52","","","","2"
"2019-08","Canada","2016A000011124","Ratio of total inventory to sales","Seasonally adjusted","Chemical manufacturing [325]","Ratio","270","units","0","v803324","1.8.2.135","1.53","","","","2"
"2019-09","Canada","2016A000011124","Ratio of total inventory to sales","Seasonally adjusted","Chemical manufacturing [325]","Ratio","270","units","0","v803324","1.8.2.135","1.56","","","","2"
"2019-10","Canada","2016A000011124","Ratio of total inventory to sales","Seasonally adjusted","Chemical manufacturing [325]","Ratio","270","units","0","v803324","1.8.2.135","1.54","","","","2"
"2019-11","Canada","2016A000011124","Ratio of total inventory to sales","Seasonally adjusted","Chemical manufacturing [325]","Ratio","270","units","0","v803324","1.8.2.135","1.62","","","","2"
"2019-12","Canada","2016A000011124","Ratio of total inventory to sales","Seasonally adjusted","Chemical manufacturing [325]","Ratio","270","units","0","v803324","1.8.2.135","1.62","","","","2"
"2020-01","Canada","2016A000011124","Ratio of total inventory to sales","Seasonally adjusted","Chemical manufacturing [325]","Ratio","270","units","0","v803324","1.8.2.135","1.65","","","","2"
"2020-02","Canada","2016A000011124","Ratio of total inventory to sales","Seasonally adjusted","Chemical manufacturing [325]","Ratio","270","units","0","v803324","1.8.2.135","1.59","","","","2"
"2020-03","Canada","2016A000011124","Ratio of total inventory to sales","Seasonally adjusted","Chemical manufacturing [325]","Ratio","270","units","0","v803324","1.8.2.135","1.59","","","","2"
"2020-04","Canada","2016A000011124","Ratio of total inventory to sales","Seasonally adjusted","Chemical manufacturing [325]","Ratio","270","units","0","v803324","1.8.2.135","1.72","","","","2"
"2019-01","Canada","2016A000011124","Ratio of total inventory to sales","Seasonally adjusted","Plastics and rubber products manufacturing [326]","Ratio","270","units","0","v803325","1.8.2.159","1.16","","","","2"
"2019-02","Canada","2016A000011124","Ratio of total inventory to sales","Seasonally adjusted","Plastics and rubber products manufacturing [326]","Ratio","270","units","0","v803325","1.8.2.159","1.21","","","","2"
"2019-03","Canada","2016A000011124","Ratio of total inventory to sales","Seasonally adjusted","Plastics and rubber products manufacturing [326]","Ratio","270","units","0","v803325","1.8.2.159","1.22","","","","2"
"2019-04","Canada","2016A000011124","Ratio of total inventory to sales","Seasonally adjusted","Plastics and rubber products manufacturing [326]","Ratio","270","units","0","v803325","1.8.2.159","1.21","","","","2"
"2019-05","Canada","2016A000011124","Ratio of total inventory to sales","Seasonally adjusted","Plastics and rubber products manufacturing [326]","Ratio","270","units","0","v803325","1.8.2.159","1.20","","","","2"
"2019-06","Canada","2016A000011124","Ratio of total inventory to sales","Seasonally adjusted","Plastics and rubber products manufacturing [326]","Ratio","270","units","0","v803325","1.8.2.159","1.21","","","","2"
"2019-07","Canada","2016A000011124","Ratio of total inventory to sales","Seasonally adjusted","Plastics and rubber products manufacturing [326]","Ratio","270","units","0","v803325","1.8.2.159","1.20","","","","2"
"2019-08","Canada","2016A000011124","Ratio of total inventory to sales","Seasonally adjusted","Plastics and rubber products manufacturing [326]","Ratio","270","units","0","v803325","1.8.2.159","1.18","","","","2"
"2019-09","Canada","2016A000011124","Ratio of total inventory to sales","Seasonally adjusted","Plastics and rubber products manufacturing [326]","Ratio","270","units","0","v803325","1.8.2.159","1.14","","","","2"
"2019-10","Canada","2016A000011124","Ratio of total inventory to sales","Seasonally adjusted","Plastics and rubber products manufacturing [326]","Ratio","270","units","0","v803325","1.8.2.159","1.17","","","","2"
"2019-11","Canada","2016A000011124","Ratio of total inventory to sales","Seasonally adjusted","Plastics and rubber products manufacturing [326]","Ratio","270","units","0","v803325","1.8.2.159","1.18","","","","2"
"2019-12","Canada","2016A000011124","Ratio of total inventory to sales","Seasonally adjusted","Plastics and rubber products manufacturing [326]","Ratio","270","units","0","v803325","1.8.2.159","1.25","","","","2"
"2020-01","Canada","2016A000011124","Ratio of total inventory to sales","Seasonally adjusted","Plastics and rubber products manufacturing [326]","Ratio","270","units","0","v803325","1.8.2.159","1.20","","","","2"
"2020-02","Canada","2016A000011124","Ratio of total inventory to sales","Seasonally adjusted","Plastics and rubber products manufacturing [326]","Ratio","270","units","0","v803325","1.8.2.159","1.15","","","","2"
"2020-03","Canada","2016A000011124","Ratio of total inventory to sales","Seasonally adjusted","Plastics and rubber products manufacturing [326]","Ratio","270","units","0","v803325","1.8.2.159","1.33","","","","2"
"2020-04","Canada","2016A000011124","Ratio of total inventory to sales","Seasonally adjusted","Plastics and rubber products manufacturing [326]","Ratio","270","units","0","v803325","1.8.2.159","1.90","","","","2"
"2019-01","Canada","2016A000011124","Ratio of total inventory to sales","Seasonally adjusted","Wood product manufacturing [321]","Ratio","270","units","0","v803327","1.8.2.85","1.86","","","","2"
"2019-02","Canada","2016A000011124","Ratio of total inventory to sales","Seasonally adjusted","Wood product manufacturing [321]","Ratio","270","units","0","v803327","1.8.2.85","1.95","","","","2"
"2019-03","Canada","2016A000011124","Ratio of total inventory to sales","Seasonally adjusted","Wood product manufacturing [321]","Ratio","270","units","0","v803327","1.8.2.85","2.00","","","","2"
"2019-04","Canada","2016A000011124","Ratio of total inventory to sales","Seasonally adjusted","Wood product manufacturing [321]","Ratio","270","units","0","v803327","1.8.2.85","2.05","","","","2"
"2019-05","Canada","2016A000011124","Ratio of total inventory to sales","Seasonally adjusted","Wood product manufacturing [321]","Ratio","270","units","0","v803327","1.8.2.85","2.09","","","","2"
"2019-06","Canada","2016A000011124","Ratio of total inventory to sales","Seasonally adjusted","Wood product manufacturing [321]","Ratio","270","units","0","v803327","1.8.2.85","2.13","","","","2"
"2019-07","Canada","2016A000011124","Ratio of total inventory to sales","Seasonally adjusted","Wood product manufacturing [321]","Ratio","270","units","0","v803327","1.8.2.85","2.11","","","","2"
"2019-08","Canada","2016A000011124","Ratio of total inventory to sales","Seasonally adjusted","Wood product manufacturing [321]","Ratio","270","units","0","v803327","1.8.2.85","2.10","","","","2"
"2019-09","Canada","2016A000011124","Ratio of total inventory to sales","Seasonally adjusted","Wood product manufacturing [321]","Ratio","270","units","0","v803327","1.8.2.85","2.03","","","","2"
"2019-10","Canada","2016A000011124","Ratio of total inventory to sales","Seasonally adjusted","Wood product manufacturing [321]","Ratio","270","units","0","v803327","1.8.2.85","2.05","","","","2"
"2019-11","Canada","2016A000011124","Ratio of total inventory to sales","Seasonally adjusted","Wood product manufacturing [321]","Ratio","270","units","0","v803327","1.8.2.85","2.09","","","","2"
"2019-12","Canada","2016A000011124","Ratio of total inventory to sales","Seasonally adjusted","Wood product manufacturing [321]","Ratio","270","units","0","v803327","1.8.2.85","2.00","","","","2"
"2020-01","Canada","2016A000011124","Ratio of total inventory to sales","Seasonally adjusted","Wood product manufacturing [321]","Ratio","270","units","0","v803327","1.8.2.85","1.98","","","","2"
"2020-02","Canada","2016A000011124","Ratio of total inventory to sales","Seasonally adjusted","Wood product manufacturing [321]","Ratio","270","units","0","v803327","1.8.2.85","1.91","","","","2"
"2020-03","Canada","2016A000011124","Ratio of total inventory to sales","Seasonally adjusted","Wood product manufacturing [321]","Ratio","270","units","0","v803327","1.8.2.85","2.00","","","","2"
"2020-04","Canada","2016A000011124","Ratio of total inventory to sales","Seasonally adjusted","Wood product manufacturing [321]","Ratio","270","units","0","v803327","1.8.2.85","2.39","","","","2"
"2019-01","Canada","2016A000011124","Ratio of total inventory to sales","Seasonally adjusted","Non-metallic mineral product manufacturing [327]","Ratio","270","units","0","v803328","1.8.2.175","1.33","","","","2"
"2019-02","Canada","2016A000011124","Ratio of total inventory to sales","Seasonally adjusted","Non-metallic mineral product manufacturing [327]","Ratio","270","units","0","v803328","1.8.2.175","1.40","","","","2"
"2019-03","Canada","2016A000011124","Ratio of total inventory to sales","Seasonally adjusted","Non-metallic mineral product manufacturing [327]","Ratio","270","units","0","v803328","1.8.2.175","1.35","","","","2"
"2019-04","Canada","2016A000011124","Ratio of total inventory to sales","Seasonally adjusted","Non-metallic mineral product manufacturing [327]","Ratio","270","units","0","v803328","1.8.2.175","1.34","","","","2"
"2019-05","Canada","2016A000011124","Ratio of total inventory to sales","Seasonally adjusted","Non-metallic mineral product manufacturing [327]","Ratio","270","units","0","v803328","1.8.2.175","1.36","","","","2"
"2019-06","Canada","2016A000011124","Ratio of total inventory to sales","Seasonally adjusted","Non-metallic mineral product manufacturing [327]","Ratio","270","units","0","v803328","1.8.2.175","1.35","","","","2"
"2019-07","Canada","2016A000011124","Ratio of total inventory to sales","Seasonally adjusted","Non-metallic mineral product manufacturing [327]","Ratio","270","units","0","v803328","1.8.2.175","1.36","","","","2"
"2019-08","Canada","2016A000011124","Ratio of total inventory to sales","Seasonally adjusted","Non-metallic mineral product manufacturing [327]","Ratio","270","units","0","v803328","1.8.2.175","1.37","","","","2"
"2019-09","Canada","2016A000011124","Ratio of total inventory to sales","Seasonally adjusted","Non-metallic mineral product manufacturing [327]","Ratio","270","units","0","v803328","1.8.2.175","1.36","","","","2"
"2019-10","Canada","2016A000011124","Ratio of total inventory to sales","Seasonally adjusted","Non-metallic mineral product manufacturing [327]","Ratio","270","units","0","v803328","1.8.2.175","1.38","","","","2"
"2019-11","Canada","2016A000011124","Ratio of total inventory to sales","Seasonally adjusted","Non-metallic mineral product manufacturing [327]","Ratio","270","units","0","v803328","1.8.2.175","1.37","","","","2"
"2019-12","Canada","2016A000011124","Ratio of total inventory to sales","Seasonally adjusted","Non-metallic mineral product manufacturing [327]","Ratio","270","units","0","v803328","1.8.2.175","1.38","","","","2"
"2020-01","Canada","2016A000011124","Ratio of total inventory to sales","Seasonally adjusted","Non-metallic mineral product manufacturing [327]","Ratio","270","units","0","v803328","1.8.2.175","1.28","","","","2"
"2020-02","Canada","2016A000011124","Ratio of total inventory to sales","Seasonally adjusted","Non-metallic mineral product manufacturing [327]","Ratio","270","units","0","v803328","1.8.2.175","1.34","","","","2"
"2020-03","Canada","2016A000011124","Ratio of total inventory to sales","Seasonally adjusted","Non-metallic mineral product manufacturing [327]","Ratio","270","units","0","v803328","1.8.2.175","1.56","","","","2"
"2020-04","Canada","2016A000011124","Ratio of total inventory to sales","Seasonally adjusted","Non-metallic mineral product manufacturing [327]","Ratio","270","units","0","v803328","1.8.2.175","1.96","","","","2"
"2019-01","Canada","2016A000011124","Ratio of total inventory to sales","Seasonally adjusted","Primary metal manufacturing [331]","Ratio","270","units","0","v803329","1.8.2.190","2.28","","","","2"
"2019-02","Canada","2016A000011124","Ratio of total inventory to sales","Seasonally adjusted","Primary metal manufacturing [331]","Ratio","270","units","0","v803329","1.8.2.190","2.34","","","","2"
"2019-03","Canada","2016A000011124","Ratio of total inventory to sales","Seasonally adjusted","Primary metal manufacturing [331]","Ratio","270","units","0","v803329","1.8.2.190","2.14","","","","2"
"2019-04","Canada","2016A000011124","Ratio of total inventory to sales","Seasonally adjusted","Primary metal manufacturing [331]","Ratio","270","units","0","v803329","1.8.2.190","2.34","","","","2"
"2019-05","Canada","2016A000011124","Ratio of total inventory to sales","Seasonally adjusted","Primary metal manufacturing [331]","Ratio","270","units","0","v803329","1.8.2.190","2.38","","","","2"
"2019-06","Canada","2016A000011124","Ratio of total inventory to sales","Seasonally adjusted","Primary metal manufacturing [331]","Ratio","270","units","0","v803329","1.8.2.190","2.10","","","","2"
"2019-07","Canada","2016A000011124","Ratio of total inventory to sales","Seasonally adjusted","Primary metal manufacturing [331]","Ratio","270","units","0","v803329","1.8.2.190","2.28","","","","2"
"2019-08","Canada","2016A000011124","Ratio of total inventory to sales","Seasonally adjusted","Primary metal manufacturing [331]","Ratio","270","units","0","v803329","1.8.2.190","2.24","","","","2"
"2019-09","Canada","2016A000011124","Ratio of total inventory to sales","Seasonally adjusted","Primary metal manufacturing [331]","Ratio","270","units","0","v803329","1.8.2.190","2.20","","","","2"
"2019-10","Canada","2016A000011124","Ratio of total inventory to sales","Seasonally adjusted","Primary metal manufacturing [331]","Ratio","270","units","0","v803329","1.8.2.190","2.15","","","","2"
"2019-11","Canada","2016A000011124","Ratio of total inventory to sales","Seasonally adjusted","Primary metal manufacturing [331]","Ratio","270","units","0","v803329","1.8.2.190","2.40","","","","2"
"2019-12","Canada","2016A000011124","Ratio of total inventory to sales","Seasonally adjusted","Primary metal manufacturing [331]","Ratio","270","units","0","v803329","1.8.2.190","2.22","","","","2"
"2020-01","Canada","2016A000011124","Ratio of total inventory to sales","Seasonally adjusted","Primary metal manufacturing [331]","Ratio","270","units","0","v803329","1.8.2.190","2.24","","","","2"
"2020-02","Canada","2016A000011124","Ratio of total inventory to sales","Seasonally adjusted","Primary metal manufacturing [331]","Ratio","270","units","0","v803329","1.8.2.190","2.20","","","","2"
"2020-03","Canada","2016A000011124","Ratio of total inventory to sales","Seasonally adjusted","Primary metal manufacturing [331]","Ratio","270","units","0","v803329","1.8.2.190","2.37","","","","2"
"2020-04","Canada","2016A000011124","Ratio of total inventory to sales","Seasonally adjusted","Primary metal manufacturing [331]","Ratio","270","units","0","v803329","1.8.2.190","2.88","","","","2"
"2019-01","Canada","2016A000011124","Ratio of total inventory to sales","Seasonally adjusted","Fabricated metal product manufacturing [332]","Ratio","270","units","0","v803330","1.8.2.211","1.73","","","","2"
"2019-02","Canada","2016A000011124","Ratio of total inventory to sales","Seasonally adjusted","Fabricated metal product manufacturing [332]","Ratio","270","units","0","v803330","1.8.2.211","1.71","","","","2"
"2019-03","Canada","2016A000011124","Ratio of total inventory to sales","Seasonally adjusted","Fabricated metal product manufacturing [332]","Ratio","270","units","0","v803330","1.8.2.211","1.72","","","","2"
"2019-04","Canada","2016A000011124","Ratio of total inventory to sales","Seasonally adjusted","Fabricated metal product manufacturing [332]","Ratio","270","units","0","v803330","1.8.2.211","1.73","","","","2"
"2019-05","Canada","2016A000011124","Ratio of total inventory to sales","Seasonally adjusted","Fabricated metal product manufacturing [332]","Ratio","270","units","0","v803330","1.8.2.211","1.72","","","","2"
"2019-06","Canada","2016A000011124","Ratio of total inventory to sales","Seasonally adjusted","Fabricated metal product manufacturing [332]","Ratio","270","units","0","v803330","1.8.2.211","1.72","","","","2"
"2019-07","Canada","2016A000011124","Ratio of total inventory to sales","Seasonally adjusted","Fabricated metal product manufacturing [332]","Ratio","270","units","0","v803330","1.8.2.211","1.74","","","","2"
"2019-08","Canada","2016A000011124","Ratio of total inventory to sales","Seasonally adjusted","Fabricated metal product manufacturing [332]","Ratio","270","units","0","v803330","1.8.2.211","1.70","","","","2"
"2019-09","Canada","2016A000011124","Ratio of total inventory to sales","Seasonally adjusted","Fabricated metal product manufacturing [332]","Ratio","270","units","0","v803330","1.8.2.211","1.71","","","","2"
"2019-10","Canada","2016A000011124","Ratio of total inventory to sales","Seasonally adjusted","Fabricated metal product manufacturing [332]","Ratio","270","units","0","v803330","1.8.2.211","1.82","","","","2"
"2019-11","Canada","2016A000011124","Ratio of total inventory to sales","Seasonally adjusted","Fabricated metal product manufacturing [332]","Ratio","270","units","0","v803330","1.8.2.211","1.78","","","","2"
"2019-12","Canada","2016A000011124","Ratio of total inventory to sales","Seasonally adjusted","Fabricated metal product manufacturing [332]","Ratio","270","units","0","v803330","1.8.2.211","1.79","","","","2"
"2020-01","Canada","2016A000011124","Ratio of total inventory to sales","Seasonally adjusted","Fabricated metal product manufacturing [332]","Ratio","270","units","0","v803330","1.8.2.211","1.74","","","","2"
"2020-02","Canada","2016A000011124","Ratio of total inventory to sales","Seasonally adjusted","Fabricated metal product manufacturing [332]","Ratio","270","units","0","v803330","1.8.2.211","1.67","","","","2"
"2020-03","Canada","2016A000011124","Ratio of total inventory to sales","Seasonally adjusted","Fabricated metal product manufacturing [332]","Ratio","270","units","0","v803330","1.8.2.211","1.86","","","","2"
"2020-04","Canada","2016A000011124","Ratio of total inventory to sales","Seasonally adjusted","Fabricated metal product manufacturing [332]","Ratio","270","units","0","v803330","1.8.2.211","2.55","","","","2"
"2019-01","Canada","2016A000011124","Ratio of total inventory to sales","Seasonally adjusted","Machinery manufacturing [333]","Ratio","270","units","0","v803331","1.8.2.232","2.43","","","","2"
"2019-02","Canada","2016A000011124","Ratio of total inventory to sales","Seasonally adjusted","Machinery manufacturing [333]","Ratio","270","units","0","v803331","1.8.2.232","2.39","","","","2"
"2019-03","Canada","2016A000011124","Ratio of total inventory to sales","Seasonally adjusted","Machinery manufacturing [333]","Ratio","270","units","0","v803331","1.8.2.232","2.33","","","","2"
"2019-04","Canada","2016A000011124","Ratio of total inventory to sales","Seasonally adjusted","Machinery manufacturing [333]","Ratio","270","units","0","v803331","1.8.2.232","2.39","","","","2"
"2019-05","Canada","2016A000011124","Ratio of total inventory to sales","Seasonally adjusted","Machinery manufacturing [333]","Ratio","270","units","0","v803331","1.8.2.232","2.28","","","","2"
"2019-06","Canada","2016A000011124","Ratio of total inventory to sales","Seasonally adjusted","Machinery manufacturing [333]","Ratio","270","units","0","v803331","1.8.2.232","2.53","","","","2"
"2019-07","Canada","2016A000011124","Ratio of total inventory to sales","Seasonally adjusted","Machinery manufacturing [333]","Ratio","270","units","0","v803331","1.8.2.232","2.47","","","","2"
"2019-08","Canada","2016A000011124","Ratio of total inventory to sales","Seasonally adjusted","Machinery manufacturing [333]","Ratio","270","units","0","v803331","1.8.2.232","2.54","","","","2"
"2019-09","Canada","2016A000011124","Ratio of total inventory to sales","Seasonally adjusted","Machinery manufacturing [333]","Ratio","270","units","0","v803331","1.8.2.232","2.43","","","","2"
"2019-10","Canada","2016A000011124","Ratio of total inventory to sales","Seasonally adjusted","Machinery manufacturing [333]","Ratio","270","units","0","v803331","1.8.2.232","2.45","","","","2"
"2019-11","Canada","2016A000011124","Ratio of total inventory to sales","Seasonally adjusted","Machinery manufacturing [333]","Ratio","270","units","0","v803331","1.8.2.232","2.60","","","","2"
"2019-12","Canada","2016A000011124","Ratio of total inventory to sales","Seasonally adjusted","Machinery manufacturing [333]","Ratio","270","units","0","v803331","1.8.2.232","2.54","","","","2"
"2020-01","Canada","2016A000011124","Ratio of total inventory to sales","Seasonally adjusted","Machinery manufacturing [333]","Ratio","270","units","0","v803331","1.8.2.232","2.54","","","","2"
"2020-02","Canada","2016A000011124","Ratio of total inventory to sales","Seasonally adjusted","Machinery manufacturing [333]","Ratio","270","units","0","v803331","1.8.2.232","2.67","","","","2"
"2020-03","Canada","2016A000011124","Ratio of total inventory to sales","Seasonally adjusted","Machinery manufacturing [333]","Ratio","270","units","0","v803331","1.8.2.232","2.83","","","","2"
"2020-04","Canada","2016A000011124","Ratio of total inventory to sales","Seasonally adjusted","Machinery manufacturing [333]","Ratio","270","units","0","v803331","1.8.2.232","3.40","","","","2"
"2019-01","Canada","2016A000011124","Ratio of total inventory to sales","Seasonally adjusted","Computer and electronic product manufacturing [334]","Ratio","270","units","0","v803332","1.8.2.253","1.95","","","","2"
"2019-02","Canada","2016A000011124","Ratio of total inventory to sales","Seasonally adjusted","Computer and electronic product manufacturing [334]","Ratio","270","units","0","v803332","1.8.2.253","1.94","","","","2"
"2019-03","Canada","2016A000011124","Ratio of total inventory to sales","Seasonally adjusted","Computer and electronic product manufacturing [334]","Ratio","270","units","0","v803332","1.8.2.253","1.82","","","","2"
"2019-04","Canada","2016A000011124","Ratio of total inventory to sales","Seasonally adjusted","Computer and electronic product manufacturing [334]","Ratio","270","units","0","v803332","1.8.2.253","1.92","","","","2"
"2019-05","Canada","2016A000011124","Ratio of total inventory to sales","Seasonally adjusted","Computer and electronic product manufacturing [334]","Ratio","270","units","0","v803332","1.8.2.253","2.04","","","","2"
"2019-06","Canada","2016A000011124","Ratio of total inventory to sales","Seasonally adjusted","Computer and electronic product manufacturing [334]","Ratio","270","units","0","v803332","1.8.2.253","2.00","","","","2"
"2019-07","Canada","2016A000011124","Ratio of total inventory to sales","Seasonally adjusted","Computer and electronic product manufacturing [334]","Ratio","270","units","0","v803332","1.8.2.253","2.18","","","","2"
"2019-08","Canada","2016A000011124","Ratio of total inventory to sales","Seasonally adjusted","Computer and electronic product manufacturing [334]","Ratio","270","units","0","v803332","1.8.2.253","2.11","","","","2"
"2019-09","Canada","2016A000011124","Ratio of total inventory to sales","Seasonally adjusted","Computer and electronic product manufacturing [334]","Ratio","270","units","0","v803332","1.8.2.253","2.02","","","","2"
"2019-10","Canada","2016A000011124","Ratio of total inventory to sales","Seasonally adjusted","Computer and electronic product manufacturing [334]","Ratio","270","units","0","v803332","1.8.2.253","2.02","","","","2"
"2019-11","Canada","2016A000011124","Ratio of total inventory to sales","Seasonally adjusted","Computer and electronic product manufacturing [334]","Ratio","270","units","0","v803332","1.8.2.253","2.13","","","","2"
"2019-12","Canada","2016A000011124","Ratio of total inventory to sales","Seasonally adjusted","Computer and electronic product manufacturing [334]","Ratio","270","units","0","v803332","1.8.2.253","1.98","","","","2"
